timestamp,site_id,building_id,asset_id,temperature,vibration,power_consumption,anomaly_type,iforest_score
2026-06-17 11:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.64,0.487,447.43,Multivariate Telemetry Anomaly,-0.0071
2026-06-17 11:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.19,0.576,446.42,Multivariate Telemetry Anomaly,-0.0286
2026-06-17 12:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.83,0.598,460.36,Multivariate Telemetry Anomaly,-0.0067
2026-06-17 12:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.12,0.608,458.18,Multivariate Telemetry Anomaly,-0.0025
2026-06-17 12:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.15,0.637,462.08,Multivariate Telemetry Anomaly,-0.0058
2026-06-17 12:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.26,0.627,462.05,Multivariate Telemetry Anomaly,-0.0291
2026-06-17 13:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.4,0.571,467.66,Multivariate Telemetry Anomaly,-0.0049
2026-06-17 13:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.41,0.588,463.79,Multivariate Telemetry Anomaly,-0.0105
2026-06-17 13:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.46,0.594,467.53,Multivariate Telemetry Anomaly,-0.0107
2026-06-17 13:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.49,0.623,468.27,Multivariate Telemetry Anomaly,-0.0075
2026-06-17 14:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.21,0.606,455.83,Multivariate Telemetry Anomaly,-0.0053
2026-06-17 14:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.5,0.755,463.88,Multivariate Telemetry Anomaly,-0.0191
2026-06-17 14:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.56,0.607,463.76,Multivariate Telemetry Anomaly,-0.0217
2026-06-17 15:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.4,0.69,453.85,Multivariate Telemetry Anomaly,-0.0294
2026-06-17 15:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.38,0.592,447.57,Multivariate Telemetry Anomaly,-0.0012
2026-06-18 09:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.26,0.418,394.55,Multivariate Telemetry Anomaly,-0.0034
2026-06-18 10:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.85,0.459,427.97,Multivariate Telemetry Anomaly,-0.0065
2026-06-18 10:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.0,0.564,421.84,Multivariate Telemetry Anomaly,-0.0089
2026-06-18 11:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.81,0.599,445.36,Multivariate Telemetry Anomaly,-0.0106
2026-06-18 11:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.59,0.55,448.96,Multivariate Telemetry Anomaly,-0.0227
2026-06-18 11:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.33,0.554,448.85,Multivariate Telemetry Anomaly,-0.0141
2026-06-18 12:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.33,0.649,464.28,Multivariate Telemetry Anomaly,-0.0202
2026-06-18 12:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.22,0.612,466.09,Multivariate Telemetry Anomaly,-0.0179
2026-06-18 12:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.68,0.516,456.57,Multivariate Telemetry Anomaly,-0.0029
2026-06-18 12:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.56,0.595,461.06,Multivariate Telemetry Anomaly,-0.0217
2026-06-18 13:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.91,0.607,466.73,Multivariate Telemetry Anomaly,-0.0268
2026-06-18 13:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.77,0.591,465.3,Multivariate Telemetry Anomaly,-0.0069
2026-06-18 13:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.25,0.636,468.34,Multivariate Telemetry Anomaly,-0.0193
2026-06-18 13:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.06,0.624,470.44,Multivariate Telemetry Anomaly,-0.0172
2026-06-18 14:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.37,0.58,462.11,Multivariate Telemetry Anomaly,-0.0049
2026-06-18 14:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.56,0.62,463.06,Multivariate Telemetry Anomaly,-0.0095
2026-06-18 14:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.11,0.649,461.24,Multivariate Telemetry Anomaly,-0.0108
2026-06-18 15:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.25,0.544,446.65,Multivariate Telemetry Anomaly,-0.0243
2026-06-18 15:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.53,0.622,448.64,Multivariate Telemetry Anomaly,-0.0051
2026-06-18 15:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.53,0.526,450.52,Multivariate Telemetry Anomaly,-0.0052
2026-06-19 09:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.24,0.582,399.25,Multivariate Telemetry Anomaly,-0.0081
2026-06-19 11:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.39,0.637,440.7,Multivariate Telemetry Anomaly,-0.0052
2026-06-19 11:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.07,0.58,450.0,Multivariate Telemetry Anomaly,-0.0031
2026-06-19 11:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.51,0.65,446.41,Multivariate Telemetry Anomaly,-0.008
2026-06-19 12:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.6,0.631,460.13,Multivariate Telemetry Anomaly,-0.0065
2026-06-19 12:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.68,0.591,463.31,Multivariate Telemetry Anomaly,-0.0157
2026-06-19 12:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.85,0.618,466.68,Multivariate Telemetry Anomaly,-0.0271
2026-06-19 12:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.09,0.578,461.24,Multivariate Telemetry Anomaly,-0.0067
2026-06-19 13:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.5,0.657,472.3,Multivariate Telemetry Anomaly,-0.0406
2026-06-19 13:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.67,0.675,464.17,Multivariate Telemetry Anomaly,-0.0235
2026-06-19 13:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.14,0.603,466.02,Multivariate Telemetry Anomaly,-0.0085
2026-06-19 13:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.55,0.606,461.09,Multivariate Telemetry Anomaly,-0.0099
2026-06-19 14:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.9,0.547,462.54,Multivariate Telemetry Anomaly,-0.0152
2026-06-19 14:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.45,0.548,461.59,Multivariate Telemetry Anomaly,-0.0197
2026-06-19 14:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.45,0.624,464.47,Multivariate Telemetry Anomaly,-0.0248
2026-06-19 14:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.72,0.58,456.94,Multivariate Telemetry Anomaly,-0.0222
2026-06-19 15:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.19,0.461,440.03,Multivariate Telemetry Anomaly,-0.0114
2026-06-19 15:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.98,0.627,443.23,Multivariate Telemetry Anomaly,-0.0021
2026-06-22 10:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.14,0.623,428.8,Multivariate Telemetry Anomaly,-0.0239
2026-06-22 10:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.0,0.477,426.11,Multivariate Telemetry Anomaly,-0.0119
2026-06-22 10:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.86,0.578,428.13,Multivariate Telemetry Anomaly,-0.0041
2026-06-22 11:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.86,0.661,451.76,Multivariate Telemetry Anomaly,-0.0181
2026-06-22 11:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.89,0.509,448.81,Multivariate Telemetry Anomaly,-0.0096
2026-06-22 11:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.66,0.614,445.85,Multivariate Telemetry Anomaly,-0.0144
2026-06-22 11:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.5,0.674,444.78,Multivariate Telemetry Anomaly,-0.0167
2026-06-22 12:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.83,0.54,465.76,Multivariate Telemetry Anomaly,-0.0062
2026-06-22 12:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.74,0.662,461.01,Multivariate Telemetry Anomaly,-0.0131
2026-06-22 12:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.52,0.664,466.32,Multivariate Telemetry Anomaly,-0.0241
2026-06-22 12:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.27,0.623,460.03,Multivariate Telemetry Anomaly,-0.0021
2026-06-22 13:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.74,0.733,470.56,Multivariate Telemetry Anomaly,-0.0363
2026-06-22 13:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.26,0.581,466.99,Multivariate Telemetry Anomaly,-0.0347
2026-06-22 13:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.14,0.585,468.02,Multivariate Telemetry Anomaly,-0.0237
2026-06-22 13:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.6,0.566,459.87,Multivariate Telemetry Anomaly,-0.0031
2026-06-22 14:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.72,0.629,459.47,Multivariate Telemetry Anomaly,-0.0331
2026-06-22 14:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.78,0.629,457.16,Multivariate Telemetry Anomaly,-0.0119
2026-06-22 15:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.92,0.493,443.01,Multivariate Telemetry Anomaly,-0.0212
2026-06-22 16:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.5,0.525,426.38,Multivariate Telemetry Anomaly,-0.015
2026-06-23 10:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.28,0.612,431.12,Multivariate Telemetry Anomaly,-0.0177
2026-06-23 10:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.37,0.499,425.52,Multivariate Telemetry Anomaly,-0.0186
2026-06-23 10:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.24,0.501,428.84,Multivariate Telemetry Anomaly,-0.0085
2026-06-23 10:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.09,0.572,426.64,Multivariate Telemetry Anomaly,-0.0063
2026-06-23 11:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.12,0.645,450.93,Multivariate Telemetry Anomaly,-0.0291
2026-06-23 11:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.15,0.552,448.0,Multivariate Telemetry Anomaly,-0.0034
2026-06-23 11:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.11,0.545,447.88,Multivariate Telemetry Anomaly,-0.0084
2026-06-23 11:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.9,0.578,451.22,Multivariate Telemetry Anomaly,-0.0096
2026-06-23 12:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.38,0.579,463.53,Multivariate Telemetry Anomaly,-0.0105
2026-06-23 12:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.09,0.635,461.28,Multivariate Telemetry Anomaly,-0.0198
2026-06-23 12:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.88,0.602,457.99,Multivariate Telemetry Anomaly,-0.0028
2026-06-23 12:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.18,0.584,455.73,Multivariate Telemetry Anomaly,-0.0119
2026-06-23 13:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.63,0.581,464.44,Multivariate Telemetry Anomaly,-0.0107
2026-06-23 13:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.91,0.569,463.49,Multivariate Telemetry Anomaly,-0.0302
2026-06-23 13:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.99,0.689,467.93,Multivariate Telemetry Anomaly,-0.0149
2026-06-23 13:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.53,0.588,469.02,Multivariate Telemetry Anomaly,-0.0161
2026-06-23 14:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.41,0.5,456.44,Multivariate Telemetry Anomaly,-0.0021
2026-06-23 14:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.0,0.564,465.91,Multivariate Telemetry Anomaly,-0.0192
2026-06-23 15:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.33,0.533,446.2,Multivariate Telemetry Anomaly,-0.0465
2026-06-23 15:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.47,0.649,449.03,Multivariate Telemetry Anomaly,-0.0079
2026-06-23 17:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,36.45,0.453,391.64,Multivariate Telemetry Anomaly,-0.001
2026-06-24 10:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.73,0.513,425.5,Multivariate Telemetry Anomaly,-0.0002
2026-06-24 10:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.37,0.568,426.95,Multivariate Telemetry Anomaly,-0.0098
2026-06-24 11:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.25,0.619,448.33,Multivariate Telemetry Anomaly,-0.0279
2026-06-24 11:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.93,0.519,444.28,Multivariate Telemetry Anomaly,-0.0083
2026-06-24 11:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.59,0.558,447.9,Multivariate Telemetry Anomaly,-0.0392
2026-06-24 11:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.77,0.547,450.79,Multivariate Telemetry Anomaly,-0.015
2026-06-24 12:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.04,0.584,461.37,Multivariate Telemetry Anomaly,-0.0141
2026-06-24 12:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.14,0.483,460.76,Multivariate Telemetry Anomaly,-0.0132
2026-06-24 12:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.88,0.561,458.44,Multivariate Telemetry Anomaly,-0.0014
2026-06-24 12:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.34,0.634,462.98,Multivariate Telemetry Anomaly,-0.0126
2026-06-24 13:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.9,0.564,462.96,Multivariate Telemetry Anomaly,-0.0055
2026-06-24 13:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.21,0.613,464.35,Multivariate Telemetry Anomaly,-0.0087
2026-06-24 13:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.21,0.583,461.11,Multivariate Telemetry Anomaly,-0.0091
2026-06-24 13:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.53,0.576,466.12,Multivariate Telemetry Anomaly,-0.0092
2026-06-24 14:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.96,0.622,463.17,Multivariate Telemetry Anomaly,-0.0266
2026-06-24 14:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.42,0.663,463.77,Multivariate Telemetry Anomaly,-0.0325
2026-06-24 14:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.12,0.61,459.34,Multivariate Telemetry Anomaly,-0.0005
2026-06-24 14:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.53,0.666,460.28,Multivariate Telemetry Anomaly,-0.0023
2026-06-24 15:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.26,0.601,440.27,Multivariate Telemetry Anomaly,-0.0001
2026-06-24 15:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.73,0.465,445.42,Multivariate Telemetry Anomaly,-0.0164
2026-06-24 15:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.31,0.648,444.36,Multivariate Telemetry Anomaly,-0.0082
2026-06-24 15:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.36,0.555,450.78,Multivariate Telemetry Anomaly,-0.0183
2026-06-24 16:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.62,0.685,426.66,Multivariate Telemetry Anomaly,-0.0046
2026-06-24 16:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.92,0.591,428.48,Multivariate Telemetry Anomaly,-0.0007
2026-06-25 10:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.63,0.572,422.33,Multivariate Telemetry Anomaly,-0.0048
2026-06-25 10:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.83,0.594,426.17,Multivariate Telemetry Anomaly,-0.0155
2026-06-25 11:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.41,0.588,449.58,Multivariate Telemetry Anomaly,-0.002
2026-06-25 11:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.02,0.513,441.63,Multivariate Telemetry Anomaly,-0.0297
2026-06-25 11:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.05,0.598,453.15,Multivariate Telemetry Anomaly,-0.0054
2026-06-25 11:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.77,0.613,457.81,Multivariate Telemetry Anomaly,-0.0407
2026-06-25 12:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.65,0.59,460.4,Multivariate Telemetry Anomaly,-0.0169
2026-06-25 12:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.57,0.624,455.93,Multivariate Telemetry Anomaly,-0.0206
2026-06-25 12:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.11,0.674,460.21,Multivariate Telemetry Anomaly,-0.0124
2026-06-25 12:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.78,0.585,464.03,Multivariate Telemetry Anomaly,-0.0248
2026-06-25 13:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.84,0.624,467.56,Multivariate Telemetry Anomaly,-0.0204
2026-06-25 13:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.7,0.573,466.08,Multivariate Telemetry Anomaly,-0.0221
2026-06-25 13:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.41,0.593,466.26,Multivariate Telemetry Anomaly,-0.0143
2026-06-25 14:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.62,0.634,461.88,Multivariate Telemetry Anomaly,-0.0327
2026-06-25 14:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.89,0.613,461.72,Multivariate Telemetry Anomaly,-0.0379
2026-06-25 14:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.65,0.476,461.12,Multivariate Telemetry Anomaly,-0.0049
2026-06-25 15:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.62,0.592,445.48,Multivariate Telemetry Anomaly,-0.0085
2026-06-25 15:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.88,0.648,451.07,Multivariate Telemetry Anomaly,-0.0098
2026-06-25 15:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.04,0.584,446.84,Multivariate Telemetry Anomaly,-0.0063
2026-06-26 09:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.23,0.566,400.04,Multivariate Telemetry Anomaly,-0.0069
2026-06-26 11:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.14,0.592,443.09,Multivariate Telemetry Anomaly,-0.0156
2026-06-26 11:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.92,0.649,448.1,Multivariate Telemetry Anomaly,-0.0215
2026-06-26 11:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.78,0.578,447.33,Multivariate Telemetry Anomaly,-0.0036
2026-06-26 11:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.7,0.611,449.89,Multivariate Telemetry Anomaly,-0.0135
2026-06-26 12:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.65,0.631,461.91,Multivariate Telemetry Anomaly,-0.0079
2026-06-26 12:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.08,0.633,460.73,Multivariate Telemetry Anomaly,-0.0197
2026-06-26 12:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.59,0.562,459.72,Multivariate Telemetry Anomaly,-0.0127
2026-06-26 13:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.91,0.589,463.31,Multivariate Telemetry Anomaly,-0.0153
2026-06-26 13:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.67,0.585,465.12,Multivariate Telemetry Anomaly,-0.0131
2026-06-26 13:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.05,0.6,464.0,Multivariate Telemetry Anomaly,-0.0063
2026-06-26 14:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.9,0.622,459.68,Multivariate Telemetry Anomaly,-0.0076
2026-06-26 14:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.79,0.599,462.37,Multivariate Telemetry Anomaly,-0.0072
2026-06-26 14:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.64,0.7,455.72,Multivariate Telemetry Anomaly,-0.0137
2026-06-26 15:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.59,0.554,446.13,Multivariate Telemetry Anomaly,-0.0019
2026-06-26 15:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.52,0.536,450.15,Multivariate Telemetry Anomaly,-0.0016
2026-06-26 15:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.87,0.622,442.24,Multivariate Telemetry Anomaly,-0.0027
2026-06-29 09:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.36,0.514,398.6,Multivariate Telemetry Anomaly,-0.0185
2026-06-29 10:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.62,0.56,427.85,Multivariate Telemetry Anomaly,-0.0044
2026-06-29 10:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.43,0.625,427.36,Multivariate Telemetry Anomaly,-0.0013
2026-06-29 10:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.56,0.62,428.0,Multivariate Telemetry Anomaly,-0.0005
2026-06-29 11:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.0,0.664,447.62,Multivariate Telemetry Anomaly,-0.0232
2026-06-29 11:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.76,0.628,449.72,Multivariate Telemetry Anomaly,-0.0193
2026-06-29 12:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.44,0.563,463.05,Multivariate Telemetry Anomaly,-0.0166
2026-06-29 12:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.95,0.535,464.02,Multivariate Telemetry Anomaly,-0.0254
2026-06-29 12:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.96,0.615,456.81,Multivariate Telemetry Anomaly,-0.0073
2026-06-29 13:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.0,0.652,461.44,Multivariate Telemetry Anomaly,-0.0113
2026-06-29 13:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.05,0.595,462.38,Multivariate Telemetry Anomaly,-0.0276
2026-06-29 13:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.24,0.579,463.09,Multivariate Telemetry Anomaly,-0.0049
2026-06-29 13:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.97,0.576,463.99,Multivariate Telemetry Anomaly,-0.0083
2026-06-29 14:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.41,0.473,461.61,Multivariate Telemetry Anomaly,-0.0187
2026-06-29 14:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.01,0.609,460.76,Multivariate Telemetry Anomaly,-0.0066
2026-06-29 14:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.16,0.557,461.36,Multivariate Telemetry Anomaly,-0.0095
2026-06-29 15:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.42,0.57,445.77,Multivariate Telemetry Anomaly,-0.0279
2026-06-30 09:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.67,0.603,395.34,Multivariate Telemetry Anomaly,-0.0012
2026-06-30 10:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.91,0.596,432.03,Multivariate Telemetry Anomaly,-0.011
2026-06-30 11:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.3,0.608,446.58,Multivariate Telemetry Anomaly,-0.0022
2026-06-30 11:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.35,0.577,443.16,Multivariate Telemetry Anomaly,-0.0105
2026-06-30 12:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.34,0.65,460.1,Multivariate Telemetry Anomaly,-0.0155
2026-06-30 12:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.0,0.624,466.07,Multivariate Telemetry Anomaly,-0.0227
2026-06-30 12:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.98,0.624,463.93,Multivariate Telemetry Anomaly,-0.0305
2026-06-30 13:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.88,0.625,465.44,Multivariate Telemetry Anomaly,-0.0101
2026-06-30 13:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.95,0.641,470.54,Multivariate Telemetry Anomaly,-0.028
2026-06-30 13:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.85,0.616,466.37,Multivariate Telemetry Anomaly,-0.0048
2026-06-30 13:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.27,0.561,463.77,Multivariate Telemetry Anomaly,-0.0002
2026-06-30 14:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,39.32,0.515,468.87,Multivariate Telemetry Anomaly,-0.0253
2026-06-30 14:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.36,0.548,459.03,Multivariate Telemetry Anomaly,-0.0248
2026-06-30 15:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.83,0.618,442.32,Multivariate Telemetry Anomaly,-0.006
2026-06-30 15:30:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.65,0.624,444.17,Multivariate Telemetry Anomaly,-0.0045
2026-06-30 15:45:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,38.34,0.527,445.64,Multivariate Telemetry Anomaly,-0.0105
2026-06-30 16:00:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,37.32,0.616,422.27,Multivariate Telemetry Anomaly,-0.0033
2026-06-30 16:15:00,Site_A,Bldg_A1,Meter_Bldg_A1_01,36.59,0.514,420.92,Multivariate Telemetry Anomaly,-0.003
